"Rank","Name","NAT","Dive No.","DD","J1","J2","J3","J4","J5","J6","J7","Dive Points","Dive Rank","Total Points","Overall Rank","Points Behind","level","event"
"41","PARDESHI Siddharth Bajrang","IND","305B","3.0","5.0","5.5","5.0","4.5","5.0","6.0","5.5","46.50","37","216.70","36","125.20","preliminary"," men's 10m platform"
"41","PARDESHI Siddharth Bajrang","IND","6243D","3.2","6.5","5.0","6.0","5.5","6.5","6.0","6.5","59.20","=27","275.90","34","162.20","preliminary"," men's 10m platform"
"41","PARDESHI Siddharth Bajrang","IND","207B","3.6","2.5","3.0","2.0","1.5","3.0","2.5","2.5","27.00","46","302.90","41","205.40","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","107B","3.0","6.5","6.0","6.5","6.5","6.5","6.5","6.0","58.50","=35","58.50","=35","33.30","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","5253B","3.2","4.5","5.5","5.5","4.5","5.5","5.0","5.0","49.60","33","108.10","37","65.30","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","207C","3.3","5.5","6.0","5.5","6.5","6.0","6.5","6.0","59.40","=28","167.50","37","86.90","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","307C","3.4","2.5","3.0","2.0","3.0","2.5","2.5","2.5","25.50","43","193.00","43","148.90","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","6142D","3.1","5.5","4.0","5.0","4.5","4.5","5.0","5.0","44.95","42","237.95","42","200.15","preliminary"," men's 10m platform"
"42","EZZAT Youssef","EGY","407C","3.2","6.5","6.5","6.0","6.0","6.5","5.5","6.0","59.20","=31","297.15","42","211.15","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","107B","3.0","4.5","5.0","5.5","4.5","4.5","5.5","5.5","45.00","44","45.00","44","46.80","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","407C","3.2","7.0","7.0","7.5","7.5","7.5","7.5","7.0","70.40","11","115.40","29","58.00","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","305C","2.8","4.0","4.0","3.5","4.5","4.0","4.5","4.5","35.00","44","150.40","42","104.00","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","207C","3.3","2.0","2.0","3.0","3.0","2.0","2.5","3.0","24.75","44","175.15","44","166.75","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","6241B","2.7","7.0","6.5","6.5","6.5","6.0","6.0","7.0","52.65","38","227.80","43","210.30","preliminary"," men's 10m platform"
"43","JAYA SURYA Hanis","MAS","5253B","3.2","6.5","4.0","5.5","6.0","6.0","5.5","6.0","56.00","35","283.80","43","224.50","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","407C","3.2","5.5","5.0","6.0","5.0","5.5","5.5","5.5","52.80","=40","52.80","=40","39.00","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","305B","3.0","3.0","3.0","3.0","3.5","3.0","3.5","3.5","28.50","45","81.30","46","92.10","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","107B","3.0","7.0","7.5","7.0","7.0","7.0","7.0","6.5","63.00","=21","144.30","45","110.10","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","207B","3.6","1.0","1.0","1.5","1.5","1.0","1.5","2.0","14.40","46","158.70","45","183.20","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","6243D","3.2","6.0","6.0","6.5","6.5","6.0","6.5","6.0","59.20","=27","217.90","45","220.20","preliminary"," men's 10m platform"
"44","CAMACHO del HOYO Carlos","ESP","5253B","3.2","7.0","7.0","6.5","7.0","7.0","6.5","6.5","65.60","=23","283.50","44","224.80","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","407C","3.2","7.0","7.0","7.5","7.0","7.0","7.0","7.5","67.20","=20","67.20","=20","24.60","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","207C","3.3","4.5","4.5","4.0","3.5","4.0","4.0","4.5","41.25","=37","108.45","36","64.95","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","307C","3.4","1.5","2.0","1.5","2.5","2.0","2.5","1.5","18.70","46","127.15","46","127.25","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","109C","3.7","1.5","1.5","2.0","2.0","2.0","1.5","1.0","18.50","45","145.65","46","196.25","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","6243D","3.2","6.5","6.5","6.0","6.5","5.5","6.0","5.0","59.20","=27","204.85","46","233.25","preliminary"," men's 10m platform"
"45","NAUMENKO Yevhen","UKR","5253B","3.2","8.0","8.5","8.0","7.0","7.5","8.0","8.0","76.80","=9","281.65","45","226.65","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","107B","3.0","6.5","7.0","6.5","6.5","7.5","6.0","6.0","58.50","=35","58.50","=35","33.30","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","407C","3.2","6.5","7.0","6.5","5.5","6.0","5.5","6.0","59.20","=26","117.70","27","55.70","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","207C","3.3","4.0","2.5","3.0","3.0","3.5","4.0","3.5","33.00","45","150.70","41","103.70","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","5152B","2.9","7.0","6.0","6.5","7.0","7.0","6.5","7.0","59.45","28","210.15","40","131.75","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","626C","3.3","1.5","2.0","1.5","1.0","2.0","1.5","2.5","16.50","46","226.65","44","211.45","preliminary"," men's 10m platform"
"46","VALIPOUR Mojtaba","IRI","305C","2.8","4.0","4.0","4.5","4.0","5.0","4.5","4.5","36.40","43","263.05","46","245.25","preliminary"," men's 10m platform"
"1","CHEONG Jun Hoong","MAS","107B","3.0","6.0","7.0","6.5","6.5","6.0","6.0","7.5","57.00","=16","57.00","=16","15.00","preliminary","women's 10m platform"
"1","CHEONG Jun Hoong","MAS","205B","2.9","9.0","9.0","9.0","8.5","9.0","8.5","9.0","78.30","1","135.30","1",NA,"preliminary","women's 10m platform"
"1","CHEONG Jun Hoong","MAS","407C","3.2","6.0","5.5","6.0","6.0","6.0","5.5","6.0","57.60","=13","192.90","2","17.40","preliminary","women's 10m platform"
"1","CHEONG Jun Hoong","MAS","305C","2.8","9.0","8.0","9.0","8.5","9.5","9.0","9.0","75.60","3","268.50","1",NA,"preliminary","women's 10m platform"
"1","CHEONG Jun Hoong","MAS","5253B","3.2","8.0","8.0","8.0","8.0","7.5","7.0","8.0","76.80","=1","345.30","1",NA,"preliminary","women's 10m platform"
"10","KWON Halim","KOR","405B","2.8","7.5","8.0","8.0","7.0","7.0","7.0","7.5","61.60","8","61.60","8","10.40","preliminary","women's 10m platform"
"10","KWON Halim","KOR","205B","2.9","7.0","7.0","7.0","6.5","6.5","6.5","7.0","59.45","11","121.05","7","14.25","preliminary","women's 10m platform"
"10","KWON Halim","KOR","305C","2.8","6.5","7.0","6.5","7.0","6.5","7.0","6.5","56.00","=17","177.05","13","33.25","preliminary","women's 10m platform"
"10","KWON Halim","KOR","107B","3.0","6.0","6.5","6.0","6.0","6.0","6.0","5.5","54.00","17","231.05","11","37.45","preliminary","women's 10m platform"
"10","KWON Halim","KOR","5152B","2.9","7.5","6.5","7.0","7.0","7.0","7.0","7.0","60.90","12","291.95","10","53.35","preliminary","women's 10m platform"
"11","LIM Shen-Yan Freida","SGP","405B","2.8","6.0","6.5","6.5","7.0","5.5","5.5","5.5","50.40","=26","50.40","=26","21.60","preliminary","women's 10m platform"
"11","LIM Shen-Yan Freida","SGP","107B","3.0","8.0","7.5","7.5","7.0","6.5","7.0","7.5","66.00","3","116.40","10","18.90","preliminary","women's 10m platform"
"11","LIM Shen-Yan Freida","SGP","205B","2.9","7.5","7.0","8.0","7.5","7.0","7.5","7.0","63.80","6","180.20","7","30.10","preliminary","women's 10m platform"
"11","LIM Shen-Yan Freida","SGP","305C","2.8","8.0","7.5","7.5","7.5","7.0","7.0","7.5","63.00","8","243.20","7","25.30","preliminary","women's 10m platform"
"11","LIM Shen-Yan Freida","SGP","5152B","2.9","5.5","5.5","5.0","5.0","5.5","5.0","5.5","46.40","26","289.60","11","55.70","preliminary","women's 10m platform"
"2","TIMOSHININA Iuliia","RUS","107B","3.0","8.0","8.0","8.0","8.0","8.0","7.5","7.5","72.00","1","72.00","1",NA,"preliminary","women's 10m platform"
"2","TIMOSHININA Iuliia","RUS","6243D","3.2","6.5","7.0","6.5","6.5","6.0","7.0","6.5","62.40","7","134.40","2","0.90","preliminary","women's 10m platform"
"2","TIMOSHININA Iuliia","RUS","207C","3.3","7.5","7.5","7.0","7.0","8.0","8.0","8.0","75.90","1","210.30","1",NA,"preliminary","women's 10m platform"
"2","TIMOSHININA Iuliia","RUS","407C","3.2","6.0","6.0","6.0","5.5","5.0","5.5","5.0","54.40","16","264.70","2","3.80","preliminary","women's 10m platform"
"2","TIMOSHININA Iuliia","RUS","5253B","3.2","7.5","7.0","7.5","7.5","7.5","7.5","7.5","72.00","3","336.70","2","8.60","preliminary","women's 10m platform"
"3","AGUNDEZ GARCIA Gabriela","MEX","107B","3.0","7.5","8.0","7.5","7.5","7.5","7.0","7.0","67.50","2","67.50","2","4.50","preliminary","women's 10m platform"
"3","AGUNDEZ GARCIA Gabriela","MEX","207C","3.3","4.5","4.5","4.0","4.5","4.5","4.5","4.0","44.55","27","112.05","16","23.25","preliminary","women's 10m platform"
"3","AGUNDEZ GARCIA Gabriela","MEX","407C","3.2","7.5","6.5","6.5","7.5","6.5","7.5","7.0","67.20","=3","179.25","9","31.05","preliminary","women's 10m platform"
"3","AGUNDEZ GARCIA Gabriela","MEX","626C","3.3","8.0","7.0","8.0","8.0","8.0","8.0","8.0","79.20","2","258.45","3","10.05","preliminary","women's 10m platform"
"3","AGUNDEZ GARCIA Gabriela","MEX","5253B","3.2","7.5","7.0","7.0","7.0","7.0","7.0","7.0","67.20","=6","325.65","3","19.65","preliminary","women's 10m platform"
"4","PAMG Pandelela","MAS","107B","3.0","7.0","6.5","6.0","6.5","6.5","6.0","5.0","57.00","=16","57.00","=16","15.00","preliminary","women's 10m platform"
"4","PAMG Pandelela","MAS","205B","2.9","8.0","8.0","8.0","8.5","8.0","8.0","8.0","69.60","2","126.60","5","8.70","preliminary","women's 10m platform"
"4","PAMG Pandelela","MAS","6243D","3.2","4.5","5.5","4.0","5.5","5.0","6.0","5.5","51.20","23","177.80","12","32.50","preliminary","women's 10m platform"
"4","PAMG Pandelela","MAS","407C","3.2","8.0","9.0","7.5","8.5","8.5","8.0","8.5","80.00","1","257.80","4","10.70","preliminary","women's 10m platform"
"4","PAMG Pandelela","MAS","5253B","3.2","7.0","7.5","7.0","7.0","6.5","7.5","6.0","67.20","=6","325.00","4","20.30","preliminary","women's 10m platform"
"5","ARAI Matsuri","JPN","405B","2.8","8.5","8.0","8.5","8.0","8.0","8.0","7.5","67.20","3","67.20","3","4.80","preliminary","women's 10m platform"
"5","ARAI Matsuri","JPN","107B","3.0","7.5","7.0","7.0","7.5","7.0","7.0","6.5","63.00","=5","130.20","3","5.10","preliminary","women's 10m platform"
"5","ARAI Matsuri","JPN","205B","2.9","6.0","7.0","6.0","6.0","6.0","6.0","5.0","52.20","21","182.40","4","27.90","preliminary","women's 10m platform"
"5","ARAI Matsuri","JPN","305C","2.8","8.0","8.0","8.0","8.5","8.5","8.0","8.5","68.60","6","251.00","6","17.50","preliminary","women's 10m platform"
"5","ARAI Matsuri","JPN","5253B","3.2","7.5","7.0","7.5","7.0","7.5","7.0","6.0","68.80","5","319.80","5","25.50","preliminary","women's 10m platform"
"6","SPENDOLINI SIRIEIX Andrea","GBR","107B","3.0","7.0","7.0","7.0","7.0","7.0","7.0","7.5","63.00","6","63.00","6","9.00","preliminary","women's 10m platform"
"6","SPENDOLINI SIRIEIX Andrea","GBR","407C","3.2","6.5","7.0","6.5","7.0","7.0","7.0","6.0","65.60","4","128.60","4","6.70","preliminary","women's 10m platform"
"6","SPENDOLINI SIRIEIX Andrea","GBR","305C","2.8","6.5","7.0","5.5","6.5","6.5","7.0","6.5","54.60","=19","183.20","3","27.10","preliminary","women's 10m platform"
"6","SPENDOLINI SIRIEIX Andrea","GBR","6243D","3.2","6.0","6.5","6.0","6.5","6.0","7.0","5.5","59.20","10","242.40","8","26.10","preliminary","women's 10m platform"
"6","SPENDOLINI SIRIEIX Andrea","GBR","5253B","3.2","7.5","7.0","7.0","7.5","7.5","7.0","7.5","70.40","4","312.80","6","32.50","preliminary","women's 10m platform"
"7","GUTIERREZ LAVENANT Montserrat","MEX","107B","3.0","6.5","6.5","6.0","6.5","6.5","6.5","5.5","58.50","=13","58.50","=13","13.50","preliminary","women's 10m platform"
"7","GUTIERREZ LAVENANT Montserrat","MEX","305C","2.8","7.0","7.0","7.0","7.0","7.5","7.5","7.0","58.80","15","117.30","9","18.00","preliminary","women's 10m platform"
"7","GUTIERREZ LAVENANT Montserrat","MEX","5253B","3.2","6.5","6.5","6.5","6.5","6.5","6.5","6.5","62.40","=8","179.70","8","30.60","preliminary","women's 10m platform"
"7","GUTIERREZ LAVENANT Montserrat","MEX","407C","3.2","6.0","6.5","5.5","5.5","6.0","6.0","5.5","56.00","=12","235.70","9","32.80","preliminary","women's 10m platform"
"7","GUTIERREZ LAVENANT Montserrat","MEX","6243D","3.2","6.5","7.0","6.0","6.5","6.0","7.0","6.5","62.40","=10","298.10","7","47.20","preliminary","women's 10m platform"
"8","van DUIJN Celine","NED","405B","2.8","7.0","6.5","6.5","6.5","6.5","6.5","6.5","54.60","=21","54.60","=21","17.40","preliminary","women's 10m platform"
"8","van DUIJN Celine","NED","205B","2.9","7.0","7.0","6.5","7.0","7.0","6.5","7.0","60.90","8","115.50","11","19.80","preliminary","women's 10m platform"
"8","van DUIJN Celine","NED","6243D","3.2","6.0","6.5","6.5","7.0","6.5","7.0","6.0","62.40","=8","177.90","11","32.40","preliminary","women's 10m platform"
"8","van DUIJN Celine","NED","107B","3.0","5.5","5.0","5.5","5.5","5.5","6.0","6.0","49.50","19","227.40","13","41.10","preliminary","women's 10m platform"
"8","van DUIJN Celine","NED","5253B","3.2","7.0","7.0","7.0","7.0","7.0","6.5","7.0","67.20","=6","294.60","8","50.70","preliminary","women's 10m platform"
"9","WASSEN Elena","GER","205B","2.9","7.0","8.0","7.0","7.5","7.0","7.0","7.0","60.90","9","60.90","9","11.10","preliminary","women's 10m platform"
"9","WASSEN Elena","GER","107B","3.0","6.5","6.5","6.5","7.0","7.0","6.0","7.0","60.00","10","120.90","8","14.40","preliminary","women's 10m platform"
"9","WASSEN Elena","GER","6243D","3.2","6.0","6.0","5.5","6.0","6.5","6.0","6.5","57.60","=13","178.50","10","31.80","preliminary","women's 10m platform"
"9","WASSEN Elena","GER","405B","2.8","6.5","7.0","7.0","7.0","6.5","6.5","6.0","56.00","=12","234.50","10","34.00","preliminary","women's 10m platform"
"9","WASSEN Elena","GER","5253B","3.2","6.0","6.0","6.0","6.0","6.5","6.0","7.0","57.60","=15","292.10","9","53.20","preliminary","women's 10m platform"
"12","McKAY Caeli","CAN","107B","3.0","6.5","6.5","6.0","6.0","6.0","6.0","6.5","55.50","20","55.50","20","16.50","preliminary","women's 10m platform"
"12","McKAY Caeli","CAN","207C","3.3","6.0","5.5","6.0","6.5","6.5","6.0","5.0","59.40","=12","114.90","12","20.40","preliminary","women's 10m platform"
"12","McKAY Caeli","CAN","407C","3.2","6.5","7.0","7.5","6.5","7.5","6.5","7.5","67.20","=3","182.10","5","28.20","preliminary","women's 10m platform"
"12","McKAY Caeli","CAN","307C","3.4","3.0","2.0","3.5","3.5","2.5","2.5","3.0","28.90","28","211.00","17","57.50","preliminary","women's 10m platform"
"12","McKAY Caeli","CAN","5253B","3.2","8.0","7.5","8.0","8.0","8.0","8.0","8.5","76.80","=1","287.80","12","57.50","preliminary","women's 10m platform"
"13","WASSEN Christina","GER","407C","3.2","4.0","4.5","5.0","4.0","4.5","4.0","4.0","40.00","32","40.00","32","32.00","preliminary","women's 10m platform"
"13","WASSEN Christina","GER","107B","3.0","6.5","7.0","7.0","7.5","7.0","7.0","7.0","63.00","=5","103.00","22","32.30","preliminary","women's 10m platform"
"13","WASSEN Christina","GER","205B","2.9","8.5","7.5","8.5","8.0","7.5","8.5","8.5","72.50","2","175.50","14","34.80","preliminary","women's 10m platform"
"13","WASSEN Christina","GER","6243D","3.2","5.5","5.5","5.0","5.5","4.5","5.5","6.0","52.80","18","228.30","12","40.20","preliminary","women's 10m platform"
"13","WASSEN Christina","GER","5253B","3.2","6.0","6.0","6.0","6.5","6.0","5.5","6.0","57.60","=15","285.90","13","59.40","preliminary","women's 10m platform"
"14","OLIVEIRA Ingrid","BRA","5253B","3.2","6.0","6.5","5.5","6.5","6.5","6.0","7.0","60.80","10","60.80","10","11.20","preliminary","women's 10m platform"
"14","OLIVEIRA Ingrid","BRA","6243D","3.2","6.0","7.0","6.0","6.0","7.0","6.5","6.5","60.80","9","121.60","6","13.70","preliminary","women's 10m platform"
"14","OLIVEIRA Ingrid","BRA","107B","3.0","6.5","7.0","6.5","6.0","7.0","6.0","7.0","60.00","11","181.60","6","28.70","preliminary","women's 10m platform"
"14","OLIVEIRA Ingrid","BRA","407C","3.2","7.5","7.5","8.5","8.5","8.0","7.5","8.0","75.20","4","256.80","5","11.70","preliminary","women's 10m platform"
"14","OLIVEIRA Ingrid","BRA","301B","1.9","5.0","5.0","5.5","5.0","5.5","5.0","5.0","28.50","34","285.30","14","60.00","preliminary","women's 10m platform"
"15","KONANYKHINA Anna","RUS","107B","3.0","6.5","6.5","6.5","6.0","6.5","6.0","6.5","58.50","=13","58.50","=13","13.50","preliminary","women's 10m platform"
"15","KONANYKHINA Anna","RUS","407C","3.2","4.0","4.5","4.0","4.0","4.5","4.0","3.5","38.40","=30","96.90","28","38.40","preliminary","women's 10m platform"
"15","KONANYKHINA Anna","RUS","626C","3.3","6.0","6.5","5.5","6.5","6.5","6.0","5.5","61.05","10","157.95","21","52.35","preliminary","women's 10m platform"
"15","KONANYKHINA Anna","RUS","207C","3.3","5.5","5.5","6.0","5.0","6.0","5.0","5.5","54.45","15","212.40","16","56.10","preliminary","women's 10m platform"
"15","KONANYKHINA Anna","RUS","5253B","3.2","7.0","7.0","7.0","6.5","6.5","6.5","7.0","65.60","9","278.00","15","67.30","preliminary","women's 10m platform"
"16","WATSON Tanya","IRL","5253B","3.2","7.0","6.5","6.5","7.0","6.5","6.5","6.0","62.40","7","62.40","7","9.60","preliminary","women's 10m platform"
"16","WATSON Tanya","IRL","407C","3.2","4.0","4.5","4.0","4.0","4.0","4.5","3.5","38.40","=30","100.80","24","34.50","preliminary","women's 10m platform"
"16","WATSON Tanya","IRL","107B","3.0","6.5","6.0","7.0","6.5","6.5","6.0","6.5","58.50","12","159.30","19","51.00","preliminary","women's 10m platform"
"16","WATSON Tanya","IRL","305C","2.8","7.0","7.0","6.5","6.0","6.5","6.5","7.0","56.00","=12","215.30","14","53.20","preliminary","women's 10m platform"
"16","WATSON Tanya","IRL","205B","2.9","7.0","6.5","6.5","6.5","6.5","7.0","6.5","56.55","17","271.85","16","73.45","preliminary","women's 10m platform"
"17","JODOIN di MARIA Sarah","ITA","405B","2.8","5.5","6.0","6.0","6.5","6.5","6.0","6.0","50.40","=26","50.40","=26","21.60","preliminary","women's 10m platform"
"17","JODOIN di MARIA Sarah","ITA","107B","3.0","5.5","6.5","6.0","6.5","6.0","6.0","6.5","55.50","16","105.90","21","29.40","preliminary","women's 10m platform"
"17","JODOIN di MARIA Sarah","ITA","205B","2.9","3.5","4.0","3.5","4.0","3.5","4.0","3.5","31.90","34","137.80","30","72.50","preliminary","women's 10m platform"
"17","JODOIN di MARIA Sarah","ITA","6243D","3.2","7.0","7.5","8.0","8.0","7.5","7.5","7.5","72.00","5","209.80","19","58.70","preliminary","women's 10m platform"
"17","JODOIN di MARIA Sarah","ITA","5253B","3.2","6.5","6.5","6.0","6.5","6.0","5.5","6.5","60.80","13","270.60","17","74.70","preliminary","women's 10m platform"
"18","KALONJI Alais","FRA","405B","2.8","5.0","5.5","5.5","6.0","5.5","6.0","6.0","47.60","30","47.60","30","24.40","preliminary","women's 10m platform"
"18","KALONJI Alais","FRA","107C","2.7","8.0","7.0","7.0","7.5","7.5","8.0","7.0","59.40","=12","107.00","20","28.30","preliminary","women's 10m platform"
"18","KALONJI Alais","FRA","305C","2.8","4.5","4.5","4.0","4.5","4.5","4.0","4.5","37.80","32","144.80","26","65.50","preliminary","women's 10m platform"
"18","KALONJI Alais","FRA","6243D","3.2","6.5","7.0","6.5","7.5","7.0","6.0","6.5","64.00","7","208.80","20","59.70","preliminary","women's 10m platform"
"18","KALONJI Alais","FRA","5235D","2.8","6.0","6.5","6.0","6.0","6.5","6.5","5.5","51.80","20","260.60","18","84.70","preliminary","women's 10m platform"
"19","TUXEN Anne","NOR","405B","2.8","7.0","7.5","7.0","7.0","7.0","7.0","7.0","58.80","12","58.80","12","13.20","preliminary","women's 10m platform"
"19","TUXEN Anne","NOR","205B","2.9","6.0","6.5","6.5","6.0","6.5","6.0","6.0","53.65","18","112.45","14","22.85","preliminary","women's 10m platform"
"19","TUXEN Anne","NOR","305C","2.8","6.0","6.5","6.5","6.5","6.5","7.5","7.0","54.60","=19","167.05","16","43.25","preliminary","women's 10m platform"
"19","TUXEN Anne","NOR","107C","2.7","6.0","5.5","5.5","5.5","5.5","6.0","6.0","45.90","20","212.95","15","55.55","preliminary","women's 10m platform"
"19","TUXEN Anne","NOR","5253B","3.2","5.0","5.0","4.5","4.0","4.5","5.0","4.5","44.80","=29","257.75","19","87.55","preliminary","women's 10m platform"
"20","PEDROSO Giovanna","BRA","405B","2.8","7.0","7.0","6.0","6.5","6.0","6.0","6.5","53.20","23","53.20","23","18.80","preliminary","women's 10m platform"
"20","PEDROSO Giovanna","BRA","5253B","3.2","7.0","7.0","6.0","6.5","6.0","5.5","6.0","59.20","14","112.40","15","22.90","preliminary","women's 10m platform"
"20","PEDROSO Giovanna","BRA","6243D","3.2","4.5","5.5","4.0","5.5","5.0","5.5","5.0","49.60","=24","162.00","18","48.30","preliminary","women's 10m platform"
"20","PEDROSO Giovanna","BRA","305C","2.8","4.5","4.5","4.0","4.0","4.5","4.0","4.5","36.40","25","198.40","22","70.10","preliminary","women's 10m platform"
"20","PEDROSO Giovanna","BRA","107B","3.0","6.0","6.0","6.5","7.0","7.0","6.5","6.5","58.50","14","256.90","20","88.40","preliminary","women's 10m platform"
"21","GARCIA NAVARRO Anisley","CUB","405B","2.8","6.5","6.5","6.5","6.5","6.5","6.5","6.5","54.60","=21","54.60","=21","17.40","preliminary","women's 10m platform"
"21","GARCIA NAVARRO Anisley","CUB","6241B","2.7","6.5","7.0","6.0","6.0","6.5","7.0","6.5","52.65","20","107.25","19","28.05","preliminary","women's 10m platform"
"21","GARCIA NAVARRO Anisley","CUB","107B","3.0","6.5","5.5","6.5","6.0","6.5","6.0","6.5","57.00","16","164.25","17","46.05","preliminary","women's 10m platform"
"21","GARCIA NAVARRO Anisley","CUB","207C","3.3","3.5","5.5","4.5","4.0","3.5","4.0","4.5","41.25","22","205.50","21","63.00","preliminary","women's 10m platform"
"21","GARCIA NAVARRO Anisley","CUB","5253B","3.2","5.5","5.5","5.5","5.5","5.0","5.0","4.5","51.20","21","256.70","21","88.60","preliminary","women's 10m platform"
"22","BIGINELLI Maia","ITA","405B","2.8","4.0","4.5","4.5","4.5","4.5","4.5","4.5","37.80","=33","37.80","=33","34.20","preliminary","women's 10m platform"
"22","BIGINELLI Maia","ITA","107B","3.0","4.5","6.0","5.5","6.0","5.5","5.0","5.5","49.50","24","87.30","30","48.00","preliminary","women's 10m platform"
"22","BIGINELLI Maia","ITA","305C","2.8","6.0","6.5","5.0","6.0","6.5","6.5","5.5","51.80","22","139.10","29","71.20","preliminary","women's 10m platform"
"22","BIGINELLI Maia","ITA","205B","2.9","6.5","6.5","6.5","6.5","7.0","7.0","7.0","58.00","11","197.10","23","71.40","preliminary","women's 10m platform"
"22","BIGINELLI Maia","ITA","5253B","3.2","6.0","6.5","5.5","6.0","5.5","6.0","5.5","56.00","=18","253.10","22","92.20","preliminary","women's 10m platform"
"23","Mc GING Ciara","IRL","405B","2.8","8.0","8.0","7.5","7.5","8.0","7.5","8.0","65.80","5","65.80","5","6.20","preliminary","women's 10m platform"
"23","Mc GING Ciara","IRL","6243D","3.2","4.0","5.5","3.5","4.5","3.0","4.0","4.0","*19.20","=34","85.00","31","50.30","preliminary","women's 10m platform"
"23","Mc GING Ciara","IRL","305C","2.8","7.5","7.0","7.5","7.5","8.0","8.0","7.5","63.00","7","148.00","24","62.30","preliminary","women's 10m platform"
"23","Mc GING Ciara","IRL","205B","2.9","4.5","5.0","5.0","5.0","6.5","5.5","5.5","44.95","21","192.95","24","75.55","preliminary","women's 10m platform"
"23","Mc GING Ciara","IRL","5253B","3.2","5.0","5.5","5.5","5.0","5.0","5.0","5.0","48.00","24","240.95","23","104.35","preliminary","women's 10m platform"
"24","YASUDA Mai","JPN","107B","3.0","6.5","6.5","6.5","6.5","7.0","7.0","7.0","60.00","11","60.00","11","12.00","preliminary","women's 10m platform"
"24","YASUDA Mai","JPN","6243D","3.2","5.5","5.5","4.5","5.5","5.5","5.5","5.0","52.80","19","112.80","13","22.50","preliminary","women's 10m platform"
"24","YASUDA Mai","JPN","405B","2.8","7.0","7.0","7.0","7.0","6.5","6.0","6.5","57.40","15","170.20","15","40.10","preliminary","women's 10m platform"
"24","YASUDA Mai","JPN","305C","2.8","4.5","5.5","5.0","4.5","4.5","5.5","5.0","40.60","23","210.80","18","57.70","preliminary","women's 10m platform"
"24","YASUDA Mai","JPN","5253B","3.2","3.0","4.0","3.0","2.5","2.5","3.0","3.0","28.80","33","239.60","24","105.70","preliminary","women's 10m platform"
"25","BAILO Kseniia","UKR","201B","1.8","7.0","7.0","7.0","7.5","7.5","7.0","7.0","37.80","=33","37.80","=33","34.20","preliminary","women's 10m platform"
"25","BAILO Kseniia","UKR","301B","1.9","7.0","7.0","6.5","7.0","7.0","7.0","6.5","39.90","28","77.70","32","57.60","preliminary","women's 10m platform"
"25","BAILO Kseniia","UKR","107B","3.0","7.0","7.0","7.5","7.0","7.5","7.5","7.5","66.00","5","143.70","27","66.60","preliminary","women's 10m platform"
"25","BAILO Kseniia","UKR","407C","3.2","3.0","3.0","3.0","4.0","3.0","3.5","3.0","28.80","29","172.50","31","96.00","preliminary","women's 10m platform"
"25","BAILO Kseniia","UKR","5253B","3.2","6.5","6.5","6.5","7.0","6.5","7.0","6.5","62.40","=10","234.90","25","110.40","preliminary","women's 10m platform"
"26","MICLAU Elizabeth Emma","PUR","405B","2.8","5.5","6.5","6.0","6.5","6.0","6.0","7.0","51.80","25","51.80","25","20.20","preliminary","women's 10m platform"
"26","MICLAU Elizabeth Emma","PUR","107C","2.7","5.5","6.5","5.5","5.5","5.5","6.0","6.0","45.90","=25","97.70","27","37.60","preliminary","women's 10m platform"
"26","MICLAU Elizabeth Emma","PUR","205B","2.9","6.0","5.0","5.5","5.5","5.5","6.0","5.5","47.85","26","145.55","25","64.75","preliminary","women's 10m platform"
"26","MICLAU Elizabeth Emma","PUR","305C","2.8","4.5","4.5","3.5","4.5","4.0","4.5","4.5","37.80","24","183.35","25","85.15","preliminary","women's 10m platform"
"26","MICLAU Elizabeth Emma","PUR","5152B","2.9","4.0","5.0","5.0","5.5","5.0","6.0","5.5","44.95","28","228.30","26","117.00","preliminary","women's 10m platform"
